match_id,volunteer_id,task_id,skill_match_ratio,willingness_score,availability_hours,distance_km,distance_score,fairness_score,urgency_level,urgency_score,time_compatibility,volunteer_reliability,reliability_score,task_difficulty,ngo_reputation,volunteer_aicte_points,volunteer_aicte_norm,task_points_opportunity,task_points_possible,task_points_norm,match_score,match_success
M00686,V0342,T0129,0.25,0.43,40,37.57,0.249,0.92,5,1.0,1.0,0.95,0.95,1,3.9,271.6,0.272,8.0,8.0,0.04,0.571,0
M00687,V0043,T0007,0.0,0.45,30,16.95,0.661,0.2,3,0.6,1.0,0.65,0.65,5,3.6,121.4,0.121,16.0,16.0,0.08,0.34,0
M00688,V0413,T0249,0.333,0.75,30,27.68,0.446,0.82,1,0.2,1.0,0.93,0.93,3,3.6,365.1,0.365,16.0,16.0,0.08,0.512,0
M00689,V0254,T0114,0.5,0.9,25,15.76,0.685,0.64,2,0.4,1.0,0.63,0.63,1,4.3,48.8,0.049,4.0,4.0,0.02,0.657,1
M00690,V0341,T0137,0.0,0.4,5,12.77,0.745,1.0,1,0.2,0.5,0.66,0.66,5,4.6,246.8,0.247,20.0,20.0,0.1,0.333,0
M00691,V0400,T0250,0.0,0.72,5,40.82,0.184,0.98,5,1.0,1.0,0.55,0.55,3,3.9,235.4,0.235,4.0,4.0,0.02,0.461,0
M00692,V0429,T0290,0.333,0.45,20,41.38,0.172,0.1,3,0.6,1.0,0.78,0.78,3,4.2,145.0,0.145,6.0,6.0,0.03,0.404,0
M00693,V0266,T0196,0.25,0.5,5,26.48,0.47,0.64,1,0.2,1.0,0.71,0.71,4,3.6,180.1,0.18,5.0,5.0,0.025,0.403,0
M00694,V0056,T0051,0.0,0.7,20,31.85,0.363,0.9,3,0.6,1.0,0.87,0.87,3,3.8,299.0,0.299,12.0,12.0,0.06,0.455,0
M00695,V0061,T0123,0.333,0.41,20,24.51,0.51,0.72,4,0.8,1.0,0.73,0.73,4,4.9,496.1,0.496,40.0,40.0,0.2,0.524,0
M00696,V0345,T0216,0.0,0.47,40,21.59,0.568,1.0,1,0.2,1.0,0.85,0.85,3,4.8,484.4,0.484,24.0,24.0,0.12,0.441,0
M00697,V0368,T0021,0.0,0.99,5,30.98,0.38,0.6,1,0.2,0.5,0.54,0.54,4,3.6,242.3,0.242,60.0,60.0,0.3,0.355,0
M00698,V0404,T0226,0.0,0.46,25,33.82,0.324,0.92,4,0.8,1.0,0.7,0.7,3,4.2,396.2,0.396,80.0,80.0,0.4,0.468,0
M00699,V0294,T0268,0.5,0.74,20,11.54,0.769,0.3,5,1.0,1.0,0.87,0.87,1,4.8,473.5,0.473,80.0,80.0,0.4,0.634,1
M00700,V0205,T0222,0.25,0.52,40,33.34,0.333,0.32,5,1.0,1.0,0.88,0.88,2,4.2,163.4,0.163,16.0,16.0,0.08,0.507,0
M00701,V0014,T0111,0.0,0.48,25,29.66,0.407,0.4,3,0.6,1.0,0.7,0.7,4,4.0,121.5,0.121,32.0,32.0,0.16,0.379,0
M00702,V0013,T0169,0.0,0.73,25,1.02,0.98,1.0,2,0.4,1.0,0.61,0.61,3,4.3,35.5,0.035,10.0,10.0,0.05,0.488,0
M00703,V0472,T0212,0.0,0.46,40,17.93,0.641,0.36,4,0.8,1.0,0.95,0.95,4,4.7,296.6,0.297,20.0,20.0,0.1,0.455,0
M00704,V0374,T0234,1.0,0.77,15,27.42,0.452,0.28,4,0.8,1.0,0.62,0.62,2,4.5,306.2,0.306,24.0,24.0,0.12,0.804,0
M00705,V0130,T0184,0.0,0.52,25,31.33,0.373,0.92,4,0.8,1.0,0.77,0.77,2,4.1,193.2,0.193,10.0,10.0,0.05,0.473,0
M00706,V0177,T0181,0.25,0.81,25,12.55,0.749,0.1,3,0.6,1.0,0.72,0.72,3,4.0,230.8,0.231,8.0,8.0,0.04,0.57,0
M00707,V0128,T0142,0.25,1.0,20,25.66,0.487,0.62,4,0.8,1.0,0.7,0.7,3,3.6,248.7,0.249,5.0,5.0,0.025,0.576,0
M00708,V0025,T0167,0.0,0.64,25,36.54,0.269,0.82,5,1.0,1.0,0.58,0.58,5,3.7,462.9,0.463,16.0,16.0,0.08,0.433,0
M00709,V0326,T0135,0.333,0.77,15,38.85,0.223,0.38,4,0.8,1.0,0.88,0.88,4,3.6,212.0,0.212,30.0,30.0,0.15,0.556,0
M00710,V0083,T0108,0.0,0.95,5,7.87,0.843,0.9,5,1.0,0.5,0.56,0.56,2,4.1,161.1,0.161,45.0,45.0,0.225,0.549,0
M00711,V0443,T0281,0.0,0.48,40,1.89,0.962,0.42,3,0.6,1.0,0.61,0.61,1,3.8,209.1,0.209,16.0,16.0,0.08,0.461,0
M00712,V0380,T0206,0.5,0.94,20,52.55,0.0,0.68,4,0.8,1.0,0.86,0.86,2,4.4,162.0,0.162,5.0,5.0,0.025,0.629,0
M00713,V0400,T0089,0.5,0.72,5,19.53,0.609,0.98,5,1.0,0.5,0.55,0.55,1,4.8,235.4,0.235,24.0,24.0,0.12,0.683,0
M00714,V0439,T0046,0.0,0.68,10,27.23,0.455,0.16,4,0.8,0.5,0.68,0.68,4,4.3,461.3,0.461,50.0,50.0,0.25,0.332,0
M00715,V0316,T0276,1.0,0.79,40,16.53,0.669,0.64,5,1.0,1.0,0.76,0.76,1,3.7,97.4,0.097,40.0,40.0,0.2,0.902,1
M00716,V0429,T0117,0.5,0.45,20,31.31,0.374,0.1,4,0.8,1.0,0.78,0.78,1,3.6,145.0,0.145,25.0,25.0,0.125,0.511,0
M00717,V0157,T0052,0.0,0.45,20,7.99,0.84,0.54,4,0.8,1.0,0.6,0.6,4,4.6,46.2,0.046,15.0,15.0,0.075,0.501,0
M00718,V0047,T0208,0.25,0.81,30,31.4,0.372,0.38,3,0.6,1.0,0.65,0.65,4,4.3,224.1,0.224,10.0,10.0,0.05,0.472,0
M00719,V0255,T0096,0.25,0.87,15,9.53,0.809,0.68,4,0.8,1.0,0.56,0.56,3,4.4,292.8,0.293,16.0,16.0,0.08,0.636,0
M00720,V0104,T0136,0.5,0.68,15,44.03,0.119,0.52,5,1.0,1.0,0.58,0.58,4,3.6,251.5,0.252,20.0,20.0,0.1,0.609,0
M00721,V0249,T0180,0.0,0.53,10,15.12,0.698,0.72,4,0.8,1.0,0.7,0.7,1,4.0,338.8,0.339,15.0,15.0,0.075,0.448,0
M00722,V0225,T0186,0.0,0.5,10,49.57,0.009,0.6,2,0.4,1.0,0.96,0.96,2,4.2,403.1,0.403,24.0,24.0,0.12,0.344,0
M00723,V0492,T0087,0.0,0.86,40,22.33,0.553,0.48,2,0.4,1.0,0.53,0.53,5,3.6,159.3,0.159,24.0,24.0,0.12,0.41,0
M00724,V0058,T0098,0.0,0.98,20,28.93,0.421,0.48,5,1.0,1.0,0.93,0.93,3,3.6,166.7,0.167,16.0,16.0,0.08,0.512,0
M00725,V0466,T0260,0.5,0.56,25,2.66,0.947,0.82,4,0.8,1.0,0.57,0.57,1,3.5,159.8,0.16,16.0,16.0,0.08,0.711,1
M00726,V0287,T0152,0.333,0.85,25,8.82,0.824,0.3,3,0.6,1.0,0.5,0.5,5,4.9,411.8,0.412,4.0,4.0,0.02,0.597,0
M00727,V0276,T0092,0.0,0.91,10,22.98,0.54,0.1,4,0.8,0.5,0.88,0.88,3,3.8,95.3,0.095,37.5,37.5,0.188,0.398,0
M00728,V0357,T0039,0.333,0.89,30,24.21,0.516,0.66,3,0.6,1.0,0.79,0.79,1,4.2,459.6,0.46,4.0,4.0,0.02,0.55,0
M00729,V0047,T0208,0.25,0.81,30,31.4,0.372,0.38,3,0.6,1.0,0.65,0.65,4,4.3,224.1,0.224,10.0,10.0,0.05,0.526,0
M00730,V0075,T0175,0.0,0.62,30,25.86,0.483,0.68,1,0.2,1.0,0.97,0.97,1,4.7,292.3,0.292,8.0,8.0,0.04,0.398,0
M00731,V0204,T0069,0.25,0.95,40,24.14,0.517,0.36,1,0.2,1.0,0.88,0.88,5,4.5,143.2,0.143,5.0,5.0,0.025,0.547,0
M00732,V0054,T0151,0.0,0.42,15,24.59,0.508,0.64,2,0.4,1.0,0.84,0.84,4,5.0,351.5,0.351,6.0,6.0,0.03,0.388,0
M00733,V0498,T0043,0.0,0.98,40,9.14,0.817,0.82,5,1.0,1.0,0.91,0.91,2,4.9,181.5,0.181,37.5,37.5,0.188,0.583,0
M00734,V0116,T0227,0.0,0.5,5,8.67,0.827,0.24,5,1.0,1.0,0.56,0.56,5,4.9,339.0,0.339,8.0,8.0,0.04,0.475,0
M00735,V0126,T0281,0.667,0.49,20,22.47,0.551,0.42,3,0.6,1.0,0.66,0.66,1,3.8,102.0,0.102,16.0,16.0,0.08,0.591,1
M00736,V0141,T0014,0.5,1.0,20,15.34,0.693,0.38,1,0.2,1.0,0.94,0.94,3,4.8,93.2,0.093,4.0,4.0,0.02,0.632,1
M00737,V0427,T0113,0.0,0.49,15,15.52,0.69,0.5,1,0.2,1.0,0.97,0.97,1,4.9,287.3,0.287,60.0,60.0,0.3,0.376,0
M00738,V0116,T0226,0.0,0.5,5,32.89,0.342,0.24,4,0.8,0.5,0.56,0.56,3,4.2,339.0,0.339,80.0,80.0,0.4,0.333,0
M00739,V0111,T0075,0.0,0.6,5,26.2,0.476,0.32,3,0.6,0.5,0.92,0.92,5,3.8,169.3,0.169,12.0,12.0,0.06,0.299,0
M00740,V0125,T0011,0.0,0.56,10,28.04,0.439,0.28,4,0.8,1.0,0.75,0.75,4,3.8,208.3,0.208,20.0,20.0,0.1,0.43,0
M00741,V0248,T0225,0.5,0.75,15,32.72,0.346,0.8,4,0.8,1.0,0.92,0.92,2,4.6,418.8,0.419,30.0,30.0,0.15,0.632,0
M00742,V0283,T0291,0.0,0.81,25,47.54,0.049,1.0,5,1.0,1.0,0.93,0.93,5,4.9,371.8,0.372,6.0,6.0,0.03,0.435,0
M00743,V0096,T0266,0.0,0.78,40,8.28,0.834,0.26,2,0.4,1.0,0.66,0.66,2,4.4,28.1,0.028,30.0,30.0,0.15,0.456,0
M00744,V0322,T0295,0.25,0.95,20,23.31,0.534,0.76,4,0.8,1.0,0.63,0.63,2,3.5,117.4,0.117,40.0,40.0,0.2,0.643,0
M00745,V0199,T0134,0.0,0.46,15,39.41,0.212,0.62,5,1.0,1.0,0.88,0.88,4,4.1,68.6,0.069,10.0,10.0,0.05,0.428,0
M00746,V0187,T0135,0.333,0.67,5,32.08,0.358,0.56,4,0.8,0.5,0.6,0.6,4,3.6,475.9,0.476,30.0,30.0,0.15,0.473,0
M00747,V0187,T0121,0.0,0.67,5,9.39,0.812,0.56,3,0.6,0.5,0.6,0.6,1,4.6,475.9,0.476,80.0,80.0,0.4,0.406,0
M00748,V0183,T0040,0.5,0.68,40,19.45,0.611,0.2,3,0.6,1.0,0.72,0.72,5,3.7,92.2,0.092,37.5,37.5,0.188,0.637,1
M00749,V0069,T0165,0.0,0.72,25,13.16,0.737,0.1,3,0.6,1.0,0.8,0.8,4,4.1,90.0,0.09,24.0,24.0,0.12,0.468,0
M00750,V0360,T0127,0.0,0.65,40,17.57,0.649,0.1,1,0.2,1.0,0.8,0.8,5,3.7,113.4,0.113,18.0,18.0,0.09,0.395,0
M00751,V0297,T0066,0.25,0.74,40,11.17,0.777,0.46,3,0.6,1.0,0.89,0.89,3,4.6,84.3,0.084,80.0,80.0,0.4,0.543,0
M00752,V0470,T0260,0.0,0.81,10,12.16,0.757,0.44,4,0.8,1.0,0.88,0.88,1,3.5,444.9,0.445,16.0,16.0,0.08,0.514,0
M00753,V0275,T0161,0.0,0.78,40,12.08,0.758,0.3,1,0.2,1.0,0.52,0.52,3,4.8,261.0,0.261,18.0,18.0,0.09,0.364,0
M00754,V0424,T0117,0.5,0.45,20,16.55,0.669,0.66,4,0.8,1.0,0.83,0.83,1,3.6,384.7,0.385,25.0,25.0,0.125,0.647,1
M00755,V0368,T0284,0.5,0.99,5,10.05,0.799,0.6,3,0.6,1.0,0.54,0.54,5,3.6,242.3,0.242,16.0,16.0,0.08,0.719,1
M00756,V0115,T0239,0.5,0.66,30,33.46,0.331,0.56,2,0.4,1.0,0.96,0.96,1,4.1,223.6,0.224,40.0,40.0,0.2,0.548,0
M00757,V0429,T0028,0.0,0.45,20,17.51,0.65,0.1,5,1.0,1.0,0.78,0.78,3,4.9,145.0,0.145,40.0,40.0,0.2,0.416,0
M00758,V0225,T0255,0.25,0.5,10,18.7,0.626,0.6,3,0.6,0.5,0.96,0.96,3,3.7,403.1,0.403,40.0,40.0,0.2,0.481,0
M00759,V0034,T0088,0.0,0.46,20,21.04,0.579,0.78,3,0.6,1.0,0.73,0.73,1,3.5,402.1,0.402,16.0,16.0,0.08,0.375,0
M00760,V0230,T0287,0.0,0.85,10,25.13,0.497,0.6,3,0.6,1.0,0.54,0.54,2,3.8,83.9,0.084,8.0,8.0,0.04,0.464,0
M00761,V0459,T0178,0.0,0.53,40,16.74,0.665,0.76,3,0.6,1.0,0.72,0.72,4,3.8,11.3,0.011,30.0,30.0,0.15,0.456,0
M00762,V0362,T0076,0.0,0.69,30,24.52,0.51,0.3,1,0.2,1.0,0.75,0.75,3,4.5,199.6,0.2,12.0,12.0,0.06,0.321,0
M00763,V0182,T0034,0.0,0.58,40,27.75,0.445,0.86,3,0.6,1.0,0.55,0.55,5,4.1,11.3,0.011,16.0,16.0,0.08,0.476,0
M00764,V0142,T0292,0.0,0.99,15,18.21,0.636,0.18,1,0.2,1.0,0.97,0.97,5,4.4,271.7,0.272,20.0,20.0,0.1,0.402,0
M00765,V0460,T0015,0.0,0.8,20,19.64,0.607,0.1,4,0.8,1.0,0.69,0.69,3,4.0,426.9,0.427,60.0,60.0,0.3,0.459,0
M00766,V0252,T0221,0.5,0.92,15,37.14,0.257,0.1,3,0.6,1.0,0.59,0.59,5,4.9,476.1,0.476,5.0,5.0,0.025,0.558,0
M00767,V0483,T0069,0.75,0.92,15,34.33,0.313,0.1,1,0.2,1.0,0.66,0.66,5,4.5,82.1,0.082,5.0,5.0,0.025,0.658,0
M00768,V0111,T0232,0.0,0.6,5,28.01,0.44,0.32,2,0.4,0.5,0.92,0.92,4,4.5,169.3,0.169,60.0,60.0,0.3,0.315,0
M00769,V0357,T0156,0.333,0.89,30,10.48,0.79,0.66,1,0.2,1.0,0.79,0.79,2,4.2,459.6,0.46,60.0,60.0,0.3,0.578,0
M00770,V0292,T0261,0.0,0.58,5,22.12,0.558,0.1,2,0.4,0.5,0.91,0.91,4,4.3,463.3,0.463,45.0,45.0,0.225,0.358,0
M00771,V0074,T0277,0.0,0.58,40,43.09,0.138,0.86,2,0.4,1.0,0.88,0.88,5,4.5,234.2,0.234,8.0,8.0,0.04,0.421,0
M00772,V0301,T0162,0.0,0.92,10,39.22,0.216,0.1,2,0.4,1.0,0.61,0.61,3,4.9,241.8,0.242,24.0,24.0,0.12,0.386,0
M00773,V0498,T0028,0.0,0.98,40,8.58,0.828,0.82,5,1.0,1.0,0.91,0.91,3,4.9,181.5,0.181,40.0,40.0,0.2,0.625,0
M00774,V0184,T0062,0.25,0.82,40,6.68,0.866,0.28,1,0.2,1.0,0.59,0.59,5,5.0,50.9,0.051,12.0,12.0,0.06,0.547,0
M00775,V0037,T0033,0.5,0.49,10,13.41,0.732,0.48,2,0.4,1.0,0.71,0.71,1,4.3,203.8,0.204,24.0,24.0,0.12,0.585,1
M00776,V0374,T0083,0.0,0.77,15,22.7,0.546,0.28,1,0.2,1.0,0.62,0.62,5,3.9,306.2,0.306,6.0,6.0,0.03,0.392,0
M00777,V0128,T0092,0.0,1.0,20,22.24,0.555,0.62,4,0.8,1.0,0.7,0.7,3,3.8,248.7,0.249,37.5,37.5,0.188,0.546,0
M00778,V0016,T0254,0.0,0.68,40,10.71,0.786,0.92,5,1.0,1.0,0.78,0.78,4,4.2,221.6,0.222,4.0,4.0,0.02,0.568,0
M00779,V0170,T0046,0.0,0.51,25,4.88,0.902,0.52,4,0.8,1.0,0.9,0.9,4,4.3,42.8,0.043,50.0,50.0,0.25,0.459,0
M00780,V0207,T0294,0.0,0.87,30,5.63,0.887,0.8,5,1.0,1.0,0.94,0.94,4,4.7,185.9,0.186,20.0,20.0,0.1,0.61,0
M00781,V0351,T0199,0.0,0.51,5,39.73,0.205,0.88,2,0.4,0.5,0.79,0.79,4,3.8,242.7,0.243,12.0,12.0,0.06,0.351,0
M00782,V0196,T0243,0.0,0.97,10,14.04,0.719,0.84,1,0.2,1.0,0.94,0.94,3,4.7,441.1,0.441,25.0,25.0,0.125,0.461,0
M00783,V0176,T0094,0.0,0.59,30,25.68,0.486,0.2,3,0.6,1.0,0.62,0.62,2,4.2,245.5,0.245,16.0,16.0,0.08,0.329,0
M00784,V0182,T0091,0.0,0.58,40,9.56,0.809,0.86,2,0.4,1.0,0.55,0.55,4,4.2,11.3,0.011,8.0,8.0,0.04,0.484,0
M00785,V0451,T0130,0.0,0.69,25,13.94,0.721,0.86,2,0.4,1.0,0.91,0.91,2,4.6,235.1,0.235,80.0,80.0,0.4,0.496,0
M00786,V0095,T0134,0.0,0.46,15,22.13,0.557,0.78,5,1.0,1.0,0.83,0.83,4,4.1,301.2,0.301,10.0,10.0,0.05,0.456,0
M00787,V0117,T0180,0.5,0.62,40,26.57,0.469,0.28,4,0.8,1.0,0.66,0.66,1,4.0,68.8,0.069,15.0,15.0,0.075,0.63,0
M00788,V0325,T0042,0.667,0.47,25,12.17,0.757,0.6,5,1.0,1.0,0.61,0.61,4,4.7,344.6,0.345,60.0,60.0,0.3,0.696,1
M00789,V0385,T0049,0.0,0.49,5,8.94,0.821,0.28,5,1.0,1.0,0.96,0.96,3,3.6,419.0,0.419,8.0,8.0,0.04,0.464,0
M00790,V0011,T0032,0.25,0.58,5,23.52,0.53,0.28,1,0.2,0.5,0.74,0.74,1,4.6,473.5,0.473,45.0,45.0,0.225,0.434,0
M00791,V0031,T0192,0.0,0.73,5,21.75,0.565,0.64,1,0.2,1.0,0.8,0.8,3,4.9,105.1,0.105,6.0,6.0,0.03,0.376,0
M00792,V0001,T0271,0.0,0.46,30,27.25,0.455,0.32,3,0.6,1.0,0.51,0.51,3,4.8,43.5,0.043,6.0,6.0,0.03,0.306,0
M00793,V0168,T0197,0.0,0.64,5,42.39,0.152,0.8,3,0.6,0.5,0.92,0.92,4,3.6,282.0,0.282,24.0,24.0,0.12,0.333,0
M00794,V0410,T0291,0.0,0.68,10,47.77,0.045,0.52,5,1.0,1.0,0.71,0.71,5,4.9,421.7,0.422,6.0,6.0,0.03,0.391,0
M00795,V0440,T0036,0.25,0.51,40,45.15,0.097,0.38,5,1.0,1.0,0.62,0.62,3,4.9,257.5,0.258,45.0,45.0,0.225,0.497,0
M00796,V0097,T0256,0.0,0.92,40,17.94,0.641,0.22,4,0.8,1.0,0.79,0.79,2,4.7,297.0,0.297,8.0,8.0,0.04,0.437,0
M00797,V0112,T0177,0.0,0.52,5,19.48,0.61,0.62,1,0.2,0.5,0.77,0.77,1,3.7,257.7,0.258,80.0,80.0,0.4,0.312,0
M00798,V0350,T0080,0.0,0.81,40,10.96,0.781,0.82,2,0.4,1.0,0.82,0.82,3,4.9,306.5,0.306,10.0,10.0,0.05,0.505,0
M00799,V0294,T0091,0.0,0.74,20,1.1,0.978,0.3,2,0.4,1.0,0.87,0.87,4,4.2,473.5,0.473,8.0,8.0,0.04,0.498,0
M00800,V0362,T0091,0.25,0.69,30,9.78,0.804,0.3,2,0.4,1.0,0.75,0.75,4,4.2,199.6,0.2,8.0,8.0,0.04,0.516,0
M00801,V0417,T0228,0.333,0.5,25,24.92,0.502,0.82,1,0.2,1.0,0.59,0.59,1,4.6,329.6,0.33,60.0,60.0,0.3,0.457,0
M00802,V0020,T0276,0.0,0.54,20,26.86,0.463,0.16,5,1.0,1.0,0.96,0.96,1,3.7,322.8,0.323,40.0,40.0,0.2,0.454,0
M00803,V0407,T0062,0.25,0.94,30,26.25,0.475,1.0,1,0.2,1.0,0.73,0.73,5,5.0,378.5,0.379,12.0,12.0,0.06,0.579,0
M00804,V0160,T0150,0.0,0.65,25,7.19,0.856,0.72,1,0.2,1.0,0.78,0.78,5,4.4,370.6,0.371,30.0,30.0,0.15,0.414,0
M00805,V0350,T0093,0.0,0.81,40,33.23,0.335,0.82,2,0.4,1.0,0.82,0.82,5,4.9,306.5,0.306,15.0,15.0,0.075,0.438,0
M00806,V0086,T0052,0.0,0.92,40,16.59,0.668,0.1,4,0.8,1.0,0.66,0.66,4,4.6,25.7,0.026,15.0,15.0,0.075,0.464,0
M00807,V0309,T0080,0.0,0.93,25,20.97,0.581,0.1,2,0.4,1.0,0.57,0.57,3,4.9,58.8,0.059,10.0,10.0,0.05,0.456,0
M00808,V0472,T0173,0.0,0.46,40,4.05,0.919,0.36,5,1.0,1.0,0.95,0.95,2,4.8,296.6,0.297,37.5,37.5,0.188,0.535,0
M00809,V0476,T0281,0.0,0.68,25,7.01,0.86,0.38,3,0.6,1.0,0.78,0.78,1,3.8,381.1,0.381,16.0,16.0,0.08,0.494,0
M00810,V0402,T0230,0.0,0.67,30,31.58,0.368,0.1,2,0.4,1.0,0.97,0.97,4,4.6,383.2,0.383,15.0,15.0,0.075,0.391,0
M00811,V0343,T0284,0.5,1.0,10,23.62,0.528,0.1,3,0.6,1.0,0.99,0.99,5,3.6,385.5,0.386,16.0,16.0,0.08,0.573,1
M00812,V0127,T0188,0.0,0.56,10,24.55,0.509,0.88,2,0.4,1.0,0.93,0.93,5,4.1,25.3,0.025,5.0,5.0,0.025,0.399,0
M00813,V0492,T0252,0.25,0.86,40,13.58,0.728,0.48,3,0.6,1.0,0.53,0.53,3,3.6,159.3,0.159,8.0,8.0,0.04,0.526,0
M00814,V0207,T0022,0.0,0.87,30,20.73,0.585,0.8,2,0.4,1.0,0.94,0.94,1,3.5,185.9,0.186,8.0,8.0,0.04,0.468,0
M00815,V0470,T0246,0.0,0.81,10,6.97,0.861,0.44,4,0.8,1.0,0.88,0.88,1,4.9,444.9,0.445,8.0,8.0,0.04,0.538,0
M00816,V0466,T0051,0.0,0.56,25,4.72,0.906,0.82,3,0.6,1.0,0.57,0.57,3,3.8,159.8,0.16,12.0,12.0,0.06,0.523,0
M00817,V0047,T0165,0.0,0.81,30,32.27,0.355,0.38,3,0.6,1.0,0.65,0.65,4,4.1,224.1,0.224,24.0,24.0,0.12,0.446,0
M00818,V0289,T0295,0.5,0.98,40,4.67,0.907,0.32,4,0.8,1.0,0.84,0.84,2,3.5,3.7,0.004,40.0,40.0,0.2,0.742,1
M00819,V0268,T0202,0.333,0.63,40,18.15,0.637,0.48,4,0.8,1.0,0.56,0.56,1,3.9,324.4,0.324,16.0,16.0,0.08,0.583,0
M00820,V0330,T0103,0.0,0.52,25,25.06,0.499,0.18,4,0.8,1.0,0.64,0.64,2,4.0,269.2,0.269,20.0,20.0,0.1,0.358,0
M00821,V0070,T0230,0.0,0.41,40,16.91,0.662,0.64,2,0.4,1.0,0.72,0.72,4,4.6,338.8,0.339,15.0,15.0,0.075,0.421,0
M00822,V0150,T0219,0.0,0.84,20,32.93,0.341,0.52,2,0.4,1.0,0.69,0.69,3,3.7,224.3,0.224,60.0,60.0,0.3,0.402,0
M00823,V0194,T0043,0.0,0.82,40,32.79,0.344,0.1,5,1.0,1.0,0.71,0.71,2,4.9,267.2,0.267,37.5,37.5,0.188,0.421,0
M00824,V0252,T0054,0.0,0.92,15,36.08,0.278,0.1,1,0.2,0.5,0.59,0.59,5,4.2,476.1,0.476,80.0,80.0,0.4,0.277,0
M00825,V0248,T0200,0.5,0.75,15,51.93,0.0,0.8,4,0.8,1.0,0.92,0.92,2,3.8,418.8,0.419,8.0,8.0,0.04,0.564,0
M00826,V0403,T0148,0.0,0.59,20,24.98,0.5,0.92,4,0.8,1.0,0.73,0.73,4,4.9,237.7,0.238,12.0,12.0,0.06,0.495,0
M00827,V0358,T0029,0.0,0.62,25,18.4,0.632,0.72,4,0.8,1.0,0.79,0.79,2,4.9,128.1,0.128,16.0,16.0,0.08,0.482,0
M00828,V0022,T0097,1.0,0.85,10,29.83,0.403,0.64,1,0.2,0.5,0.6,0.6,3,3.8,302.4,0.302,37.5,37.5,0.188,0.747,0
M00829,V0158,T0293,0.25,0.58,5,30.81,0.384,0.76,3,0.6,0.5,1.0,1.0,3,4.0,481.0,0.481,32.0,32.0,0.16,0.466,0
M00830,V0329,T0161,0.0,0.46,30,23.9,0.522,0.68,1,0.2,1.0,0.97,0.97,3,4.8,180.5,0.18,18.0,18.0,0.09,0.407,0
M00831,V0274,T0015,0.0,0.91,15,41.33,0.173,0.1,4,0.8,1.0,0.83,0.83,3,4.0,309.9,0.31,60.0,60.0,0.3,0.354,0
M00832,V0156,T0198,0.333,0.72,10,12.65,0.747,0.72,5,1.0,1.0,0.9,0.9,1,4.4,150.4,0.15,12.0,12.0,0.06,0.621,0
M00833,V0494,T0276,0.0,0.57,25,43.28,0.134,0.18,5,1.0,1.0,0.74,0.74,1,3.7,426.3,0.426,40.0,40.0,0.2,0.313,0
M00834,V0423,T0223,0.0,0.9,25,26.7,0.466,0.86,5,1.0,1.0,0.93,0.93,1,4.1,354.0,0.354,24.0,24.0,0.12,0.557,0
M00835,V0269,T0092,0.0,0.51,20,45.72,0.086,0.56,4,0.8,1.0,0.94,0.94,3,3.8,305.7,0.306,37.5,37.5,0.188,0.373,0
M00836,V0349,T0023,0.0,0.72,20,30.55,0.389,0.1,4,0.8,1.0,0.59,0.59,5,3.6,319.0,0.319,18.0,18.0,0.09,0.422,0
M00837,V0051,T0235,0.0,0.51,5,17.11,0.658,0.4,4,0.8,0.5,0.75,0.75,4,3.7,57.0,0.057,80.0,80.0,0.4,0.446,0
M00838,V0457,T0114,0.0,0.41,20,25.06,0.499,0.82,2,0.4,1.0,0.58,0.58,1,4.3,473.9,0.474,4.0,4.0,0.02,0.395,0
M00839,V0038,T0105,0.0,0.63,40,14.07,0.719,0.32,1,0.2,1.0,0.8,0.8,3,4.9,373.8,0.374,40.0,40.0,0.2,0.393,0
M00840,V0293,T0008,0.25,0.73,30,37.57,0.249,0.62,5,1.0,1.0,0.9,0.9,1,4.2,338.6,0.339,5.0,5.0,0.025,0.487,0
M00841,V0196,T0106,0.0,0.97,10,5.5,0.89,0.84,1,0.2,0.5,0.94,0.94,4,4.9,441.1,0.441,50.0,50.0,0.25,0.519,0
M00842,V0060,T0149,0.25,0.86,10,10.12,0.798,0.3,2,0.4,1.0,0.94,0.94,3,4.2,65.5,0.066,5.0,5.0,0.025,0.503,0
M00843,V0124,T0170,0.0,0.96,10,25.56,0.489,0.16,3,0.6,0.5,0.67,0.67,5,4.0,312.2,0.312,45.0,45.0,0.225,0.427,0
M00844,V0200,T0117,0.0,0.61,10,8.57,0.829,0.1,4,0.8,1.0,0.84,0.84,1,3.6,75.7,0.076,25.0,25.0,0.125,0.439,0
M00845,V0429,T0206,0.0,0.45,20,52.42,0.0,0.1,4,0.8,1.0,0.78,0.78,2,4.4,145.0,0.145,5.0,5.0,0.025,0.248,0
M00846,V0073,T0127,0.0,0.62,10,9.49,0.81,0.64,1,0.2,1.0,0.6,0.6,5,3.7,163.4,0.163,18.0,18.0,0.09,0.44,0
M00847,V0133,T0217,0.0,0.62,30,23.73,0.525,0.48,1,0.2,1.0,0.86,0.86,1,4.5,291.9,0.292,45.0,45.0,0.225,0.403,0
M00848,V0364,T0159,0.333,0.79,40,27.57,0.449,0.8,1,0.2,1.0,1.0,1.0,5,4.1,493.8,0.494,10.0,10.0,0.05,0.511,0
M00849,V0450,T0140,0.0,0.84,40,26.19,0.476,0.12,5,1.0,1.0,0.61,0.61,5,4.4,104.9,0.105,12.0,12.0,0.06,0.431,0
